caption,comments1,comments,likes,timestamp,url,collection date,timespan,time,wc,log(wc),post interval,pf,sf,sf_new,saturation,revenue,posts,person,plant,cluster1,cluster2,cluster3,pfr,sfr
"Bring Rakhi home with the details that matter.
Zari cutwork saris, viscose silk slim long kurtas, silk-blend potlis, and Gulmohar ceramic dinnerware, everything styled for celebration.

Set the table. Wrap the gift. Make the moment count.

Available now, in-store and online.

[ Fabindia, Raksha Bandhan, handcrafted rakhis, sibling gifting, festive gift boxes, men’s festive wear, personal care gifts, artisanal food hampers, thoughtful presents, curated celebrations, Indian traditions, brother sister bond, meaningful rituals, festival gifting ]

#Fabindia #CelebrateIndia #CelebratingPeople #Svarnim #RakhiReady #IndianFestiveWear #GiftingSeason #HomeAndLiving #CeramicDinnerware #PotliBag #SilkKurta #ZariSari #FestiveLooks #SiblingCelebration #gifting",63,63,3100,2025-09-12T07:30:57.000Z,https://www.instagram.com/p/DOfm5p6DnXm/,16-03-2026,12-09-2025,159,67,4.219507705,1,4,7,5,26,0,4750,1,0,,1,1,4,5
"As the pot overflows with the season’s first rice, may our lives overflow with shared moments and the warmth of kinship. 

Let us celebrate the sun that sustains us and the family that grounds us, honouring the beautiful harvest of love we’ve gathered throughout the year. 

Celebrate Pongal in handcrafted Bagru printed saris, comfortable hand block ethnic sets for kids, and timeless long kurtas for men.
Discover vibrant festive styles at Fabindia today.
.
.
.
.
#Fabindia #CelebrateIndia #CelebratingPeople #Pongal #PongalCelebration

[Pongal festival 2026, Pongal traditional dress, South Indian harvest festival Pongal, handloom saris for Pongal, Bagru print sari, ethnic wear for kids India, men’s kurta for Pongal]",51,51,3100,2025-08-13T12:30:00.000Z,https://www.instagram.com/p/DNS5beSTs5G/,16-03-2026,13-08-2025,181,22,3.135494216,1,1,7,5,1,3.898806493,12300,0,1,,1,0,5,5
"For your spaces that inspire. For surfaces that last. 
Crafted from reclaimed wood, made to support your best ideas.

Visit us in-store or shop online at www.potterybarn.in",0,0,3100,2025-08-11T12:30:00.000Z,https://www.instagram.com/p/DNNv0oXzu_A/,16-03-2026,11-08-2025,182,21,3.091042453,0,1,7,5,1,2.07054984,12300,0,0,,0,1,4,5
"Festive decor for a magical Diwali. 

Discover our collection of shimmering tealight holders, elegant tableware, and more.",41,41,3100,2024-08-30T12:30:00.000Z,https://www.instagram.com/p/C_S0vo5ysYw/,16-03-2026,30-08-2024,449,30,3.433987204,11,1,6,5,1,4.84374449,12300,1,0,,0,1,11,5
"Vintage charm, reversible effortless style. 

Shop the collection and transform your bedroom now.",86,86,3101,2024-12-31T08:25:00.000Z,https://www.instagram.com/p/DEPGdhGSxA-/,16-03-2026,31-12-2024,356,24,3.218875825,1,2,3,5,62,4.2868379,9100,1,0,,0,0,0,5
The warmest table.,353,353,3113,2025-12-24T13:10:00.000Z,https://www.instagram.com/p/DSpbu7WkzZY/,16-03-2026,24-12-2025,50,26,3.295836866,1,2,1,5,200,0,12300,0,1,,0,0,1,5
"Streamlined design meets functional beauty—our Aptos Console Table is the perfect piece for stylish storage. 
 Shop online at www.potterybarn.in or in-stores now.",0,0,3140,2025-02-24T08:00:00.000Z,https://www.instagram.com/p/DGcrTYkoiOL/,16-03-2026,24-02-2025,295,22,3.135494216,1,2,0,5,61,3.75236863,12300,1,1,,0,1,0,5
"BLACK WEEK is coming.
 
Sign up now to enjoy early access to our biggest sale of the year.
 
Click the link in bio.",95,95,3144,2025-10-05T12:30:00.000Z,https://www.instagram.com/p/DP1Ha77iEH9/,16-03-2026,05-10-2025,127,20,3.044522438,1,1,1,5,76,5.197267165,9100,1,0,,0,0,7,5
"Experience the magic of Diwali. 

Illuminate your space with a cluster of these meticulously crafted candle holders.",0,0,3156,2026-02-09T18:01:00.000Z,https://www.instagram.com/p/DUi7qoXgS87/,16-03-2026,09-02-2026,22,60,4.110873864,1,1,4,5,76,2.219873977,4680,1,1,,0,0,0,5
"Lightweight and versatile for any patio, garden, or table.
 Shop the Ira Lantern on www.westelm.in or in-stores now",0,0,3156,2024-12-18T07:35:00.000Z,https://www.instagram.com/p/DDtiecuyrNH/,16-03-2026,18-12-2024,369,17,2.890371758,1,1,8,5,1,3.104475834,9100,0,0,,1,0,8,5
"Experience effortless luxury with our plush swivel chair and accent pillow—where style and comfort seamlessly blend. 

Explore now on www.potterybarn.in & in-store.",0,0,3163,2025-11-08T18:01:43.000Z,https://www.instagram.com/p/DQzSpbNj_Le/,16-03-2026,08-11-2025,88,48,3.891820298,1,5,3,5,153,2.317994557,4680,1,0,,1,1,5,5
"Add the Remmi Planter for the perfect finishing touch to your patios, gardens, or entryways. 

Tap to transform your outdoor space today!",30,30,3171,2025-02-08T08:15:00.000Z,https://www.instagram.com/p/DFzgW-XoXR_/,16-03-2026,08-02-2025,320,21,3.091042453,3,1,1,5,46,4.475085583,9100,0,0,,1,0,5,5
"Sleek, versatile, and timeless. Style them solo, mix sizes, or flip as a pedestal for candles, these vases do it all.

Shop in stores or online at www.westelm.in",262,262,3171,2024-10-21T07:45:00.000Z,https://www.instagram.com/p/DBYNdPJoIFC/,16-03-2026,21-10-2024,416,35,3.583518938,1,2,1,5,138,1.89038419,12300,0,0,,1,1,0,5
"Curved for comfort, styled for sophistication—cozy up in this modern, beautifully crafted statement piece.

Tap to shop the Leroy Sofa now!",51,51,3187,2025-06-27T17:22:38.000Z,https://www.instagram.com/p/DLaZcifTSyb/,16-03-2026,27-06-2025,206,36,3.610917913,1,3,0,5,25,3.674963127,10350,0,0,,0,1,1,5
"Timeless love deserves a timeless gift. Crafted from enduring stainless steel, our collection is designed to be cherished for generations.

Celebrate love with the Heritage Silver Collection this Valentine’s Day.",0,0,3191,2025-08-07T17:28:02.000Z,https://www.instagram.com/p/DND-p8lT13U/,16-03-2026,07-08-2025,184,46,3.850147602,0,4,1,5,99,2.017474622,10350,0,0,,0,0,3,5
"Set the scene for unforgettable gatherings with these cozy and welcoming candleholders. 

Tap the link in our bio to shop!",62,62,3192,2025-01-09T07:17:14.000Z,https://www.instagram.com/p/DEmJ0jFys_6/,16-03-2026,09-01-2025,347,60,4.110873864,2,1,2,5,1,5.019942,9100,1,1,,1,1,3,5
"The Living Archive opens in 4 days, for 4 days. 
Collections worth a second look, a longer pause, with many conversations waiting to happen around it. 

Come along, sit a while, at the West Elm Living Gallery at India Design ID 2026. 

Experience & Editions Hall 3, Booth 141, 160

19-22 Feb, 2026, 11am-7pm
NSIC Grounds, Okhla, New Delhi

[Furniture, Interior Design, Architect, Designer, Design Event, Product Design, Decor, Design Community, West Elm]

#Design #TheLivingGallery #ModernCollectibles  #InteriorDesign #IndiaDesignID2026",99,99,3200,2025-12-09T07:56:48.000Z,https://www.instagram.com/p/DSCP2pXE7Xo/,16-03-2026,09-12-2025,66,27,3.33220451,2,1,4,5,19,5.028659909,4750,1,0,,1,0,6,5
"It’s beginning to look a lot like layers!

Together in the kitchen, preparing the delicious treats, we were wrapped in the warmest layers of woven woollen wraps and linen washed jackets.

Our lovable little elves were another story…

Dressed in the cutest, quilted jackets, with fancy Ikat prints, in bright pinks and rich shades of navy blue, soon to be covered in flour, sugar and sweet memories.
.
.
.

#Fabindia #CelebrateIndia #CelebratingPeople #Christmas #KidsChristmas #FestiveLayering #CosyWinter

[Christmas, Christmas Celebration, kids winter layering, festive kidswear, dabu print jackets, bagru floral prints, corduroy jackets for boys, quilted jackets for girls, handcrafted kidswear]",99,99,3200,2025-09-12T12:30:00.000Z,https://www.instagram.com/p/DOgJMasAjMb/,16-03-2026,12-09-2025,160,103,4.644390899,1,1,6,5,51,2.625147272,12300,0,0,,1,1,6,5
"There’s a certain warmth that settles in when Kashmiri dhurries meet winter light.

Crewel embroidery stitched with care, woollen weaves that feel grounded and comforting, matty lining for structureand chain-stitched edges that hold every detail in place.

Soft, textured, handcrafted, the kind of warmth that doesn’t just decorate a room, it anchors it.

Bring home the season’s comfort.
Shop the Kashmiri Dhurrie Edit.

#Fabindia #CelebrateIndia #CelebratingPeople #HomeAndLiving #KashmiriDhurries #CrewelEmbroidery #WinterHome #WarmInteriors #CraftedSpaces #InteriorTextures #WinterDecor #CraftStories

[dhurries, Kashmiri Dhurries, Rugs, Winterdecor, home and living, winter decor, prints, patterns, woollen rugs, cozy corners, interiors, fabindia]",55,55,3200,2025-08-23T12:30:00.000Z,https://www.instagram.com/p/DNspVNqTRC1/,16-03-2026,23-08-2025,174,19,2.995732274,1,1,0,5,40,0,12300,0,0,,1,0,3,5
"A sculptural pedestal, a mirror with presence. Some pieces complement a room, others define it.

@thmr_dev
@stagedtosellhome
#mycb2",98,98,3200,2024-12-03T09:10:45.000Z,https://www.instagram.com/p/DDHFZr0yPOR/,16-03-2026,03-12-2024,382,24,3.218875825,0,1,1,5,61,4.936121,9100,1,1,,0,0,0,5
"She walks in, ready to dazzle the evening.
Draped in a silk saree cinched with a golden belt,
embellished keds keeping pace with the beat.

Her fingers fire up the console and the music takes over.
One by one, they start to move, groove, and glow.
It’s her buddy’s Sangeet, and she’s mixing up the rhythm.
Shimmer, sway, and sashay, the celebration’s in full swing.

Wedding Stories are back at Fabindia.
Cos yeh hai #RishtonKiBaraat 

More celebrations, more stories, more rhythm to come.

#Fabindia #CelebrateIndia #CelebratingPeople #RishtonKiBaraat #WeddingSeries #CelebrationMood

[wedding fashion, festive outfits, Indian wedding looks, celebration wear, sangeet style, silk saree trend, modern ethnic wear, handcrafted elegance, party edit, wedding season]",63,63,3201,2025-03-12T07:50:00.000Z,https://www.instagram.com/p/DHF23i4oAt0/,16-03-2026,12-03-2025,280,17,2.890371758,0,1,5,5,61,2.237832325,12300,1,0,,0,1,4,5
"𝑷𝑳𝒂𝒀 with Limitless Possibilities.

Spring is here, softly tapping at your door like golden morning sunlight, carrying the scent of fresh beginnings and a little bit of mischief.

As the cloche lifts, spring spills out in petals, pastels, and a burst of colour that feels like magic in motion.

Discover our latest fabHome picks, crafted to bring freshness, joy, and beautiful details to every corner.

Shop at your nearest store (link in bio). Order Online on Fabindia.com or on the Fabindia App.
. 
.
.
.
#Fabindia #CelebrateIndia #Celebratingpeople #PLAY #Spring 
[home decor collection, spring home essentials, tableware edit, serveware styling, decorative accents, pastel ceramics, floral home accessories, statement serveware, curated home picks, seasonal decor update, gifting essential]",0,0,3208,2025-12-01T18:00:51.000Z,https://www.instagram.com/p/DRuo2gugSu6/,16-03-2026,01-12-2025,70,19,2.995732274,1,1,2,5,78,4.234793388,4680,1,1,,1,0,0,5
"Glow begins here.

@fabessentials Kakadu Plum Glow Boost Toner blends Vitamin C and 2% Glycolic Acid to gently exfoliate, hydrate and brighten.

Enriched with antioxidant-rich fruit extracts, it preps your skin for a healthy radiant glow every day.

Gentle | Brightening | Exfoliating | Radiance-Boosting

Now available online and in stores.

Images are for representational purposes only.
Results may vary person to person. 
.
.
.
.
.
.

[ vitamin c toner, vitamin C, toner for glowing skin, daily skincare, skincare routine, hydrating toner, exfoliating toner, brightening ]

#Fabindia #FabEssentials #GlowBoostToner #KakaduPlum #VitaminCToner #SkincareRoutine #DailyGlow #GentleExfoliation #RadiantSkin #IndianSkincare #SkincareEssentials",73,73,3211,2025-03-16T08:20:00.000Z,https://www.instagram.com/p/DHLD-rQInPl/,16-03-2026,16-03-2025,277,26,3.295836866,2,1,2,5,60,0,9100,1,0,,0,1,4,5
"With sculptural facades and hidden storage, the Nightstand and Cabinet bring both dimension and function to your space.
 Shop the Berkely Collection at www.Westelm.in or in-stores now.",45,45,3223,2025-09-30T10:49:18.000Z,https://www.instagram.com/p/DPOT8xhE3pX/,16-03-2026,30-09-2025,135,15,2.772588722,0,1,13,5,0,0,12300,0,0,,0,1,8,5
"Bathed in the glow of the sun, Chhath Puja reflects the quiet rhythm of faith and the grace of tradition. Draped in soft cotton-silk blends, women gather by the river, their weaves catching the light, their rituals echoing generations of belief.

Celebrate the essence of Chhath in colours that mirror dawn and dusk, woven with timeless elegance.

Explore the Silk Blend Sari Collection, available in stores and online.

#Fabindia #CelebrateIndia #CelebratingPeople #ChhathPuja #IndianWeaves #CottonSilk #FestiveElegance #WeavesOfIndia #SustainableStyle #FabindiaWomen

[Chhath Puja, cotton silk sari, festive collection, Indian textiles, silk blend sari, ethnic wear, women’s festive wear, Fabindia collection, traditional fashion, woven heritage, sustainable fashion, festive elegance, Indian craft, cultural fashion]",0,0,3228,2026-01-21T08:20:55.000Z,https://www.instagram.com/p/DTxAwJKjkrB/,16-03-2026,21-01-2026,29,21,3.091042453,1,1,1,5,73,2.577728912,4750,1,1,,0,0,1,5
"A boucle swivel chair. A sweeping brass lamp. The kinds of pieces that don't just complete a room—they define it.

@livletstudio
@wstory81 

#mycb2",0,0,3230,2025-09-04T19:00:50.000Z,https://www.instagram.com/p/DOMNtOCgQMy/,16-03-2026,04-09-2025,166,93,4.543294782,0,0,0,5,52,4.6560755,4680,0,0,,1,0,0,5
"BLACK WEEK sale now on.

The perfect moment to reinvent your home as a sanctuary of Danish style, quality, and craftsmanship. 

Follow the link in bio to save on our entire collection.",51,51,3242,2025-10-04T17:24:27.000Z,https://www.instagram.com/p/DPZUWbODOby/,16-03-2026,04-10-2025,129,31,3.465735903,2,2,0,5,154,2.581925327,10350,0,0,,1,1,2,5
"Your home deserves a gift, too. And these chairs are the gifts that keep giving.",0,0,3245,2025-07-14T07:00:56.000Z,https://www.instagram.com/p/DMFDxVdMpIm/,16-03-2026,14-07-2025,198,45,3.828641396,0,1,6,5,42,5.236722606,4750,0,1,,1,0,8,5
"Beautiful, sturdy and safe — this dresser is crafted to last with timeless style.

Visit us in-store or shop online at www.potterybarn.in",36,36,3249,2025-02-14T07:25:00.000Z,https://www.instagram.com/p/DGC3buaISh0/,16-03-2026,14-02-2025,306,23,3.17805383,0,10,9,5,0,1.993798907,9100,1,1,,0,1,0,5
"Style your table setting with the handcrafted Marion Napkin Ring Sets! 

Shop now and add a touch of modern elegance.",0,0,3297,2025-10-18T07:32:51.000Z,https://www.instagram.com/p/DP8TqvJDFHR/,16-03-2026,18-10-2025,114,8,2.197224577,1,3,3,5,206,3.145492486,4750,0,0,,1,0,0,5
"Contrast is the attitude.

When rich materiality collides with modern silhouettes, you get something timeless. The making of an instant classic.

Shop the new collection from @kravitz_design by @lennykravtiz. Only at CB2.",100,100,3298,2025-03-23T07:55:00.000Z,https://www.instagram.com/p/DHiMOjuoOF9/,16-03-2026,23-03-2025,275,21,3.091042453,5,2,6,5,54,4.848508358,9100,0,1,,1,0,0,5
"""Evergreen"" isn't synonymous with timeless for nothing.",67,67,3298,2025-01-23T07:44:52.000Z,https://www.instagram.com/p/DFKQHL4SPqE/,16-03-2026,23-01-2025,334,25,3.258096538,4,1,1,5,41,4.880454622,9100,0,1,,1,0,0,5
"Where comfort meets sophistication. 

Drift away in style with the Layton Leather Bed available in-stores or on our website.",0,0,3303,2026-02-11T11:57:39.000Z,https://www.instagram.com/p/DUneNA8kzsW/,16-03-2026,11-02-2026,20,17,2.890371758,1,2,0,5,1,2.6779227,12300,0,0,,1,0,1,5
"Dinner plans optional.

Leather and stainless steel. Sculptural, warm woods. A little bit of green. It's the type of room that invites you in—even when nothing's on the menu.

Tap to shop the new collection.",0,0,3573,2024-11-30T07:55:00.000Z,https://www.instagram.com/p/DC_OYHaIwTl/,16-03-2026,30-11-2024,384,17,2.890371758,2,1,4,5,1,2.144723188,9100,0,1,,1,1,1,5
"A Celebration of Chanderi & Fabindia

What started as a journey over 2 decades ago has reached a platform that celebrates the 4 pillars of Chanderi’s continued growth - Weavers, Administration, Banking & Finance and the Markets.

It was a privilege for Fabindia to be a key part of the ‘Chanderi Eco Retreat and Fest’, that commenced on November 28th and beautifully commemorated the rich craft and cultural heritage of Chanderi. The event also served as a celebration of the town’s famed weaves, set against the backdrop of its magnificent historical landmarks like the colossal Kati Ghati rock-cut gateway, the regal Kila Kothi and its numerous ancient Mahals.

The full day of celebrations honouring Chanderi’s unique heritage began with a heartfelt exchange: Mr. Bissell had an elaborate discussion with the master weavers associated with Fabindia, where they reminisced about the collaboration and shared ideas to put Chanderi on the global map.

Following this artisan meet, the official event commenced with an Inaugural Address by the Chief Minister of Madhya Pradesh, Dr. Mohan Yadav via a video message. The Union Minister of Communication and Development of North Eastern Region, Shri Jyotiraditya Scindia, graced the occasion as the Chief Guest and was joined on the dais by Mr. Bissell.

The formal session was followed by a crucial round table discussion with key stakeholders.

The night concluded with the grand finale of the day: a spectacular fashion show titled, “Threads of Time: The Chanderi Saga,” dedicated to Chanderi’s traditional weaving and its unique heritage. It was made more magical with Live Sufi Music that matched the vibrance of the garments. 

Fabindia had the honor of opening the show and presenting a specially curated collection inspired by the exquisite textures, motifs, and weaving traditions of Chanderi expressed across Indian, Fusion and Western Wear.

#Fabindia #CelebrateIndia #CelebratingPeople #ChanderiEcoRetreat #Chanderi #CraftedInIndia #CraftsofIndia #Handicrafts #IncredibleIndia #IndianCraftHeritage #ArtisanCommunities",0,0,3577,2025-09-27T12:30:00.000Z,https://www.instagram.com/p/DPGxHGbiC-0/,16-03-2026,27-09-2025,139,26,3.295836866,0,1,4,5,1,4.568958935,9100,0,0,,0,1,1,5
